interaction,result,free_energy,TP,FP,FN,TN,TPR,PPV,MCC
1,208,-385.66,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,209,-385.66,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,210,-385.64,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,211,-385.64,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,212,-385.64,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,213,-385.64,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,214,-385.64,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,215,-385.64,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,216,-385.64,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,217,-385.64,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,218,-385.61,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,219,-385.61,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,220,-385.61,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,221,-385.61,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,222,-385.61,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,223,-385.61,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,224,-385.61,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,225,-385.55,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,226,-385.5,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,227,-385.5,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,228,-385.5,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,229,-385.5,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,230,-385.5,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,231,-385.5,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,232,-385.48,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,233,-385.48,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,234,-385.48,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,235,-385.48,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,236,-385.48,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,237,-385.48,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,238,-385.42,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,239,-385.42,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,240,-385.42,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,241,-385.42,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,242,-385.42,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,243,-385.42,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,244,-385.39,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,245,-385.37,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,246,-385.36,0.0,8.0,5.0,1853775.0,0.0,0.0,-3.4117048424201176e-06
1,247,-385.35,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,248,-385.35,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,249,-385.35,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,250,-385.35,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,251,-385.35,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,252,-385.35,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,253,-385.32,12.0,0.5,0.5,1853763.0,0.96,0.96,0.9599997302784309
1,254,-385.32,12.0,0.5,0.5,1853763.0,0.96,0.96,0.9599997302784309
1,255,-385.32,12.0,0.5,0.5,1853763.0,0.96,0.96,0.9599997302784309
1,256,-385.32,12.0,0.5,0.5,1853763.0,0.96,0.96,0.9599997302784309
1,257,-385.32,12.0,0.5,0.5,1853763.0,0.96,0.96,0.9599997302784309
1,258,-385.31,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,259,-385.24,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,260,-385.21,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,261,-385.21,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,262,-385.21,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,263,-385.21,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,264,-385.21,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,265,-385.21,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,266,-385.14,0.0,8.5,4.5,1853775.0,0.0,0.0,-3.3362391621828624e-06
1,267,-385.1,13.0,0.0,0.0,1853762.0,1.0,1.0,1.0
1,268,-384.97,0.0,6.0,7.0,1853775.0,0.0,0.0,-3.4959571548254724e-06
1,269,-384.97,0.0,6.0,7.0,1853775.0,0.0,0.0,-3.4959571548254724e-06
1,270,-384.97,0.0,6.0,7.0,1853775.0,0.0,0.0,-3.4959571548254724e-06
1,271,-384.97,0.0,6.0,7.0,1853775.0,0.0,0.0,-3.4959571548254724e-06
1,272,-384.97,0.0,6.0,7.0,1853775.0,0.0,0.0,-3.4959571548254724e-06
1,273,-384.97,0.0,6.0,7.0,1853775.0,0.0,0.0,-3.4959571548254724e-06
